date,canton,temp_max,temp_min,precipitation,snowfall,snow_depth,weather_code,wind_speed,weather_condition,week,year
2020-08-05,VD,10.1,2.9,0.7,0.0,0.0,0,5.7,Clear sky,32,2020
2020-08-06,VD,15.8,5.9,2.2,0.0,0.0,61,40.3,Rain,32,2020
2020-08-07,VD,13.7,4.6,0.1,0.0,0.0,0,12.5,Clear sky,32,2020
2020-08-08,VD,12.7,1.5,4.8,0.0,0.0,61,16.5,Rain,32,2020
2020-08-09,VD,18.0,8.0,5.5,0.0,0.0,61,2.2,Rain,32,2020
2020-08-10,VD,17.1,8.4,3.3,0.0,0.0,61,4.7,Rain,33,2020
2020-08-11,VD,19.7,9.9,0.2,0.0,0.0,0,7.4,Clear sky,33,2020
2020-08-12,VD,14.9,4.8,1.4,0.0,0.0,61,0.6,Rain,33,2020
2020-08-13,VD,15.6,5.9,0.5,0.0,0.0,0,3.5,Clear sky,33,2020
2020-08-14,VD,17.2,9.7,0.8,0.0,0.0,0,1.2,Clear sky,33,2020
2020-08-15,VD,19.7,12.5,3.7,0.0,0.0,61,1.8,Rain,33,2020
2020-08-16,VD,14.3,6.4,5.0,0.0,0.0,61,9.5,Rain,33,2020
2020-08-17,VD,18.0,9.4,3.2,0.0,0.0,61,24.5,Rain,34,2020
2020-08-18,VD,21.5,16.2,1.2,0.0,0.0,61,2.4,Rain,34,2020
2020-08-19,VD,21.0,14.3,1.5,0.0,0.0,61,15.5,Rain,34,2020
2020-08-20,VD,20.7,14.2,4.3,0.0,0.0,61,16.7,Rain,34,2020
2020-08-21,VD,14.6,6.0,1.2,0.0,0.0,61,1.0,Rain,34,2020
2020-08-22,VD,14.4,5.3,1.2,0.0,0.0,61,0.4,Rain,34,2020
2020-08-23,VD,13.2,7.5,0.6,0.0,0.0,0,7.8,Clear sky,34,2020
2020-08-24,VD,19.9,10.5,4.9,0.0,0.0,61,36.7,Rain,35,2020
2020-08-25,VD,16.5,7.7,0.4,0.0,0.0,0,3.5,Clear sky,35,2020
2020-08-26,VD,17.2,9.7,0.6,0.0,0.0,0,17.4,Clear sky,35,2020
2020-08-27,VD,16.2,12.0,0.7,0.0,0.0,0,1.9,Clear sky,35,2020
2020-08-28,VD,16.3,8.5,0.5,0.0,0.0,0,2.7,Clear sky,35,2020
2020-08-29,VD,21.7,14.0,2.0,0.0,0.0,61,2.8,Rain,35,2020
2020-08-30,VD,17.3,8.0,0.2,0.0,0.0,0,26.7,Clear sky,35,2020
2020-08-31,VD,16.6,9.3,1.0,0.0,0.0,0,11.4,Clear sky,36,2020
2020-09-01,VD,10.1,0.1,0.9,0.0,0.0,0,1.7,Clear sky,36,2020
2020-09-02,VD,7.9,-0.6,3.5,0.0,0.0,61,26.1,Rain,36,2020
2020-09-03,VD,9.0,-1.4,4.8,0.0,0.0,61,17.3,Rain,36,2020
2020-09-04,VD,12.4,6.5,2.3,0.0,0.0,61,26.2,Rain,36,2020
2020-09-05,VD,7.3,-1.6,0.5,0.0,0.0,0,4.4,Clear sky,36,2020
2020-09-06,VD,6.0,-4.9,0.1,0.0,0.0,0,25.1,Clear sky,36,2020
2020-09-07,VD,11.8,0.9,0.0,0.0,0.0,0,0.9,Clear sky,37,2020
2020-09-08,VD,8.3,1.5,4.1,0.0,0.0,61,12.2,Rain,37,2020
2020-09-09,VD,7.7,-1.2,0.1,0.0,0.0,0,6.4,Clear sky,37,2020
2020-09-10,VD,11.2,4.8,3.6,0.0,0.0,61,2.6,Rain,37,2020
2020-09-11,VD,8.1,-1.8,0.3,0.0,0.0,0,1.0,Clear sky,37,2020
2020-09-12,VD,11.5,3.9,6.8,0.0,0.0,61,39.2,Rain,37,2020
2020-09-13,VD,5.6,0.4,1.2,0.0,0.0,61,6.4,Rain,37,2020
2020-09-14,VD,12.8,7.3,3.3,0.0,0.0,61,13.9,Rain,38,2020
2020-09-15,VD,6.1,-0.8,3.2,0.0,0.0,61,6.8,Rain,38,2020
2020-09-16,VD,18.1,7.5,0.7,0.0,0.0,0,3.1,Clear sky,38,2020
2020-09-17,VD,5.9,2.0,1.2,0.0,0.0,61,6.7,Rain,38,2020
2020-09-18,VD,6.7,-3.5,0.6,0.0,0.0,0,15.4,Clear sky,38,2020
2020-09-19,VD,7.9,-1.7,0.4,0.0,0.0,0,11.9,Clear sky,38,2020
2020-09-20,VD,7.1,-3.5,2.5,0.0,0.0,61,15.8,Rain,38,2020
2020-09-21,VD,5.1,-0.2,5.1,0.0,0.0,61,10.5,Rain,39,2020
2020-09-22,VD,8.3,0.3,4.0,0.0,0.0,61,3.5,Rain,39,2020
2020-09-23,VD,9.8,-0.0,1.6,0.0,0.0,61,1.8,Rain,39,2020
2020-09-24,VD,11.7,2.4,2.5,0.0,0.0,61,16.6,Rain,39,2020
2020-09-25,VD,17.1,11.1,0.3,0.0,0.0,0,10.6,Clear sky,39,2020
2020-09-26,VD,6.1,-0.2,4.4,0.0,0.0,61,15.3,Rain,39,2020
2020-09-27,VD,7.3,0.0,2.7,0.0,0.0,61,5.1,Rain,39,2020
2020-09-28,VD,10.8,1.9,0.0,0.0,0.0,0,14.8,Clear sky,40,2020
2020-09-29,VD,10.7,0.2,0.1,0.0,0.0,0,2.6,Clear sky,40,2020
2020-09-30,VD,7.4,0.6,0.1,0.0,0.0,0,20.2,Clear sky,40,2020
2020-10-01,VD,6.2,-1.7,1.3,0.0,0.0,61,4.0,Rain,40,2020
2020-10-02,VD,2.8,-2.4,1.8,0.0,0.0,61,2.5,Rain,40,2020
2020-10-03,VD,-1.9,-9.2,7.0,0.0,0.0,71,10.0,Snow,40,2020
2020-10-04,VD,5.4,-6.0,2.8,0.0,0.0,61,11.4,Rain,40,2020
2020-10-05,VD,-1.2,-7.6,1.3,0.0,0.0,71,16.8,Snow,41,2020
2020-10-06,VD,0.1,-16.0,3.4,0.0,0.0,61,1.1,Rain,41,2020
2020-10-07,VD,2.8,-5.1,5.2,0.0,0.0,61,4.1,Rain,41,2020
2020-10-08,VD,1.2,-5.8,8.2,0.0,0.0,61,2.7,Rain,41,2020
2020-10-09,VD,5.2,-5.0,4.4,0.0,0.0,61,0.4,Rain,41,2020
2020-10-10,VD,4.9,-2.7,1.8,0.0,0.0,61,9.0,Rain,41,2020
2020-10-11,VD,-2.3,-7.3,0.2,0.0,0.0,0,5.6,Clear sky,41,2020
2020-10-12,VD,2.2,-6.7,1.3,0.0,0.0,61,0.2,Rain,42,2020
2020-10-13,VD,2.2,-5.5,1.0,0.0,0.0,61,14.5,Rain,42,2020
2020-10-14,VD,2.5,-3.5,1.2,0.0,0.0,61,12.3,Rain,42,2020
2020-10-15,VD,-0.5,-9.8,4.9,0.0,0.0,71,12.3,Snow,42,2020
2020-10-16,VD,4.9,-5.3,1.5,0.0,0.0,61,4.5,Rain,42,2020
2020-10-17,VD,1.1,-5.0,1.2,0.0,0.0,61,2.5,Rain,42,2020
2020-10-18,VD,2.3,-6.5,0.0,0.0,0.0,0,9.2,Clear sky,42,2020
2020-10-19,VD,-0.8,-6.2,0.6,0.0,0.0,71,8.3,Snow,43,2020
2020-10-20,VD,4.9,-5.0,4.4,0.0,0.0,61,4.1,Rain,43,2020
2020-10-21,VD,5.2,-1.1,1.0,0.0,0.0,0,15.4,Clear sky,43,2020
2020-10-22,VD,1.9,-6.0,0.1,0.0,0.0,0,1.5,Clear sky,43,2020
2020-10-23,VD,0.2,-7.5,1.0,0.0,0.0,61,1.6,Rain,43,2020
2020-10-24,VD,2.9,-2.0,0.7,0.0,0.0,0,22.9,Clear sky,43,2020
2020-10-25,VD,0.3,-7.9,6.3,0.0,0.0,61,2.9,Rain,43,2020
2020-10-26,VD,9.3,2.8,1.4,0.0,0.0,61,16.9,Rain,44,2020
2020-10-27,VD,3.6,-6.1,2.2,0.0,0.0,61,18.6,Rain,44,2020
2020-10-28,VD,2.1,-6.3,0.4,0.0,0.0,0,7.5,Clear sky,44,2020
2020-10-29,VD,0.7,-10.4,0.6,0.0,0.0,0,13.8,Clear sky,44,2020
2020-10-30,VD,3.0,-3.7,2.6,0.0,0.0,61,17.8,Rain,44,2020
2020-10-31,VD,0.6,-5.3,0.9,0.0,0.0,0,3.8,Clear sky,44,2020
2020-11-01,VD,-4.4,-12.3,1.3,0.0,0.0,71,14.2,Snow,44,2020
2020-11-02,VD,-3.9,-13.4,2.3,0.0,0.0,71,1.0,Snow,45,2020
2020-11-03,VD,-1.5,-9.7,0.1,0.0,0.0,0,2.5,Clear sky,45,2020
2020-11-04,VD,-6.7,-14.8,3.2,0.0,0.0,71,2.2,Snow,45,2020
2020-11-05,VD,-7.0,-16.6,0.3,0.0,0.0,0,2.6,Clear sky,45,2020
2020-11-06,VD,-0.3,-6.7,0.8,0.0,0.0,71,8.3,Snow,45,2020
2020-11-07,VD,-3.9,-12.7,2.0,0.0,0.0,71,19.4,Snow,45,2020
2020-11-08,VD,-5.2,-11.4,1.7,0.0,0.0,71,4.3,Snow,45,2020
2020-11-09,VD,-6.0,-10.9,1.5,0.0,0.0,71,8.8,Snow,46,2020
2020-11-10,VD,-3.6,-12.1,2.5,0.0,0.0,71,33.1,Snow,46,2020
2020-11-11,VD,-4.0,-10.9,2.5,0.0,0.0,71,16.0,Snow,46,2020
2020-11-12,VD,-1.8,-8.5,4.7,0.0,0.0,71,64.6,Snow,46,2020
2020-11-13,VD,-2.4,-12.8,2.1,0.0,0.0,71,11.0,Snow,46,2020
2020-11-14,VD,-2.7,-11.6,5.2,0.0,0.0,71,24.6,Snow,46,2020
2020-11-15,VD,3.3,-2.6,1.9,0.0,0.0,61,7.3,Rain,46,2020
2020-11-16,VD,-6.2,-14.3,3.3,0.0,0.0,71,8.3,Snow,47,2020
2020-11-17,VD,0.1,-6.8,1.9,0.0,0.0,61,20.8,Rain,47,2020
2020-11-18,VD,-2.6,-6.4,1.0,0.0,0.0,71,3.7,Snow,47,2020
2020-11-19,VD,3.0,-5.7,6.3,0.0,0.0,61,3.1,Rain,47,2020
2020-11-20,VD,-1.9,-9.4,2.3,0.0,0.0,71,17.3,Snow,47,2020
2020-11-21,VD,-3.9,-11.1,4.1,0.0,0.0,71,4.6,Snow,47,2020
2020-11-22,VD,-3.3,-14.7,4.5,0.0,0.0,71,0.7,Snow,47,2020
2020-11-23,VD,-4.9,-15.0,0.6,0.0,0.0,71,14.3,Snow,48,2020
2020-11-24,VD,2.1,-3.3,0.2,0.0,0.0,0,8.7,Clear sky,48,2020
2020-11-25,VD,-7.4,-14.7,8.5,0.0,0.0,71,6.6,Snow,48,2020
2020-11-26,VD,-1.7,-7.5,0.4,0.0,0.0,0,29.7,Clear sky,48,2020
2020-11-27,VD,-0.5,-10.6,0.5,0.0,0.0,0,16.8,Clear sky,48,2020
2020-11-28,VD,-7.7,-14.1,2.2,0.0,0.0,71,3.3,Snow,48,2020
2020-11-29,VD,-5.1,-10.5,0.3,0.0,0.0,0,14.0,Clear sky,48,2020
2020-11-30,VD,2.2,-6.3,0.1,0.0,0.0,0,0.1,Clear sky,49,2020
2020-12-01,VD,-3.3,-10.1,3.2,10.8,0.0,71,2.2,Snow,49,2020
2020-12-02,VD,-4.9,-13.8,1.0,2.4,0.0,71,23.1,Snow,49,2020
2020-12-03,VD,-3.6,-15.1,0.9,7.2,0.0,71,13.3,Snow,49,2020
2020-12-04,VD,-5.1,-13.8,3.7,16.0,0.0,71,17.8,Snow,49,2020
2020-12-05,VD,-2.2,-8.1,1.2,2.8,0.0,71,26.6,Snow,49,2020
2020-12-06,VD,-3.4,-13.1,0.5,8.5,0.0,71,22.5,Snow,49,2020
2020-12-07,VD,-7.4,-18.5,3.0,5.1,0.0,71,6.1,Snow,50,2020
2020-12-08,VD,-3.2,-11.7,3.6,10.6,0.0,71,0.5,Snow,50,2020
2020-12-09,VD,-5.5,-10.7,3.4,0.4,0.0,71,0.1,Snow,50,2020
2020-12-10,VD,-2.4,-8.6,1.0,3.4,0.0,71,9.1,Snow,50,2020
2020-12-11,VD,-7.6,-16.5,1.6,14.3,0.0,71,9.2,Snow,50,2020
2020-12-12,VD,-5.4,-19.6,1.0,0.7,0.0,71,10.2,Snow,50,2020
2020-12-13,VD,0.5,-8.4,9.8,2.2,0.0,61,1.4,Rain,50,2020
2020-12-14,VD,-8.8,-18.9,0.3,2.3,0.0,0,5.9,Clear sky,51,2020
2020-12-15,VD,-3.6,-12.1,5.8,15.6,0.0,71,12.9,Snow,51,2020
2020-12-16,VD,-6.8,-12.8,0.7,7.0,0.0,71,2.5,Snow,51,2020
2020-12-17,VD,-5.2,-12.8,0.3,2.4,0.0,0,5.0,Clear sky,51,2020
2020-12-18,VD,-6.1,-15.8,1.5,15.5,0.0,71,1.6,Snow,51,2020
2020-12-19,VD,-4.4,-13.6,1.0,1.1,0.0,71,0.3,Snow,51,2020
2020-12-20,VD,-5.1,-10.1,1.4,2.1,0.0,71,7.8,Snow,51,2020
2020-12-21,VD,-6.0,-15.0,0.3,0.2,0.0,0,0.5,Clear sky,52,2020
2020-12-22,VD,-5.4,-12.3,5.3,0.9,0.0,71,5.8,Snow,52,2020
2020-12-23,VD,-4.2,-12.5,1.4,1.5,0.0,71,25.4,Snow,52,2020
2020-12-24,VD,-7.9,-14.7,0.0,1.0,0.0,0,6.7,Clear sky,52,2020
2020-12-25,VD,-7.9,-17.3,2.8,12.6,0.0,71,8.5,Snow,52,2020
2020-12-26,VD,-5.4,-13.7,0.0,6.4,0.0,0,4.4,Clear sky,52,2020
2020-12-27,VD,-3.5,-12.7,1.4,0.2,0.0,71,6.7,Snow,52,2020
2020-12-28,VD,-5.8,-14.1,0.2,3.0,0.0,0,16.6,Clear sky,53,2020
2020-12-29,VD,-1.7,-12.1,0.2,7.3,0.0,0,7.1,Clear sky,53,2020
2020-12-30,VD,-7.5,-15.9,1.4,0.8,0.0,71,18.5,Snow,53,2020
2020-12-31,VD,-11.1,-20.8,0.1,10.7,0.0,0,6.0,Clear sky,53,2020
2021-01-01,VD,-5.7,-16.6,1.1,4.0,4.0,71,3.1,Snow,53,2021
2021-01-02,VD,1.9,-7.1,2.1,3.3,5.0,61,26.2,Rain,53,2021
2021-01-03,VD,-5.0,-13.2,5.0,3.8,9.0,71,12.2,Snow,53,2021
2021-01-04,VD,-7.2,-12.2,2.9,11.7,21.0,71,1.4,Snow,1,2021
2021-01-05,VD,-1.2,-4.7,0.2,9.1,30.0,0,19.5,Clear sky,1,2021
2021-01-06,VD,-4.0,-14.2,3.4,3.9,34.0,71,13.1,Snow,1,2021
2021-01-07,VD,-4.3,-13.1,0.1,15.2,49.0,0,2.5,Clear sky,1,2021
2021-01-08,VD,-3.1,-13.5,1.0,12.3,61.0,71,7.7,Snow,1,2021
2021-01-09,VD,-5.2,-13.7,1.5,5.7,67.0,71,8.2,Snow,1,2021
2021-01-10,VD,-2.4,-8.9,0.1,5.1,72.0,0,30.8,Clear sky,1,2021
2021-01-11,VD,-8.6,-14.5,0.5,9.8,82.0,0,20.7,Clear sky,2,2021
2021-01-12,VD,4.5,-1.5,3.9,0.0,80.0,61,9.0,Rain,2,2021
2021-01-13,VD,1.8,-6.8,1.7,8.0,86.0,61,5.1,Rain,2,2021
2021-01-14,VD,-2.0,-11.1,2.6,2.7,88.0,71,1.0,Snow,2,2021
2021-01-15,VD,-6.4,-16.5,0.4,0.3,89.0,0,0.0,Clear sky,2,2021
2021-01-16,VD,0.2,-9.0,1.2,3.7,90.0,61,1.9,Rain,2,2021
2021-01-17,VD,-0.1,-7.9,1.7,13.0,103.0,71,11.3,Snow,2,2021
2021-01-18,VD,-3.4,-14.1,4.0,2.9,106.0,71,6.1,Snow,3,2021
2021-01-19,VD,-4.9,-11.9,5.7,12.7,119.0,71,2.7,Snow,3,2021
2021-01-20,VD,3.1,-2.6,0.0,0.0,117.0,0,11.7,Clear sky,3,2021
2021-01-21,VD,-2.5,-9.0,2.3,14.1,131.0,71,3.3,Snow,3,2021
2021-01-22,VD,-0.3,-5.8,0.5,3.1,134.0,0,10.1,Clear sky,3,2021
2021-01-23,VD,-0.8,-7.4,4.5,0.3,135.0,71,15.8,Snow,3,2021
2021-01-24,VD,-3.6,-14.3,0.9,1.9,137.0,71,9.2,Snow,3,2021
2021-01-25,VD,-4.4,-15.6,0.4,1.2,138.0,0,3.8,Clear sky,4,2021
2021-01-26,VD,-6.3,-15.3,1.0,1.4,139.0,71,0.5,Snow,4,2021
2021-01-27,VD,-4.3,-12.0,3.3,9.1,148.0,71,1.3,Snow,4,2021
2021-01-28,VD,-2.0,-9.8,1.3,23.6,172.0,71,18.8,Snow,4,2021
2021-01-29,VD,-3.6,-12.2,1.4,14.4,186.0,71,5.7,Snow,4,2021
2021-01-30,VD,-3.9,-8.8,0.9,1.9,188.0,71,22.4,Snow,4,2021
2021-01-31,VD,-0.5,-7.7,1.7,0.1,188.0,71,8.2,Snow,4,2021
2021-02-01,VD,3.7,-5.7,4.2,0.0,186.0,61,53.6,Rain,5,2021
2021-02-02,VD,4.8,-0.3,5.0,0.0,184.0,61,24.2,Rain,5,2021
2021-02-03,VD,5.6,-1.8,12.7,0.0,182.0,61,8.4,Rain,5,2021
2021-02-04,VD,-4.1,-11.7,1.5,5.1,187.0,71,2.8,Snow,5,2021
2021-02-05,VD,3.5,-3.3,4.4,0.0,185.0,61,6.0,Rain,5,2021
2021-02-06,VD,2.2,-5.6,5.1,0.0,183.0,61,11.9,Rain,5,2021
2021-02-07,VD,6.7,-3.1,5.5,0.0,181.0,61,4.7,Rain,5,2021
2021-02-08,VD,0.9,-5.2,0.3,3.2,182.0,0,6.4,Clear sky,6,2021
2021-02-09,VD,7.0,-2.1,4.2,0.0,180.0,61,2.0,Rain,6,2021
2021-02-10,VD,0.4,-3.8,2.0,5.5,184.0,61,7.2,Rain,6,2021
2021-02-11,VD,-4.3,-13.9,4.1,1.4,185.0,71,8.7,Snow,6,2021
2021-02-12,VD,2.7,-5.2,1.2,0.0,183.0,61,17.1,Rain,6,2021
2021-02-13,VD,4.1,-1.0,0.5,0.0,181.0,0,0.5,Clear sky,6,2021
2021-02-14,VD,1.2,-7.9,1.6,0.1,179.0,61,14.0,Rain,6,2021
2021-02-15,VD,2.9,-6.3,0.9,0.0,177.0,0,10.9,Clear sky,7,2021
2021-02-16,VD,-2.4,-10.9,1.8,1.2,179.0,71,6.7,Snow,7,2021
2021-02-17,VD,0.5,-7.7,2.3,2.4,179.0,61,5.3,Rain,7,2021
2021-02-18,VD,-0.5,-6.7,2.7,6.4,185.0,71,14.5,Snow,7,2021
2021-02-19,VD,3.7,-4.1,0.2,0.0,183.0,0,5.6,Clear sky,7,2021
2021-02-20,VD,4.2,-4.0,0.4,0.0,181.0,0,16.5,Clear sky,7,2021
2021-02-21,VD,6.1,-1.8,1.1,0.0,179.0,61,3.0,Rain,7,2021
2021-02-22,VD,3.2,-7.7,1.3,0.0,177.0,61,1.9,Rain,8,2021
2021-02-23,VD,6.1,1.3,1.7,0.0,175.0,61,4.4,Rain,8,2021
2021-02-24,VD,3.5,-3.4,2.4,0.0,173.0,61,0.4,Rain,8,2021
2021-02-25,VD,4.1,-6.5,1.0,0.0,171.0,61,6.1,Rain,8,2021
2021-02-26,VD,2.0,-9.7,0.1,0.0,169.0,0,14.4,Clear sky,8,2021
2021-02-27,VD,-2.0,-10.7,1.6,6.5,176.0,71,18.0,Snow,8,2021
2021-02-28,VD,3.2,-5.1,5.4,0.0,174.0,61,13.2,Rain,8,2021
2021-03-01,VD,10.3,6.6,0.8,0.0,172.0,0,0.3,Clear sky,9,2021
2021-03-02,VD,12.0,5.8,4.8,0.0,170.0,61,11.2,Rain,9,2021
2021-03-03,VD,7.3,-1.3,0.4,0.0,168.0,0,4.6,Clear sky,9,2021
2021-03-04,VD,17.2,8.0,0.1,0.0,166.0,0,16.9,Clear sky,9,2021
2021-03-05,VD,12.0,2.8,4.1,0.0,164.0,61,15.6,Rain,9,2021
2021-03-06,VD,10.1,4.1,2.4,0.0,162.0,61,13.4,Rain,9,2021
2021-03-07,VD,10.0,7.3,1.0,0.0,160.0,0,10.0,Clear sky,9,2021
2021-03-08,VD,13.5,6.9,1.3,0.0,158.0,61,3.5,Rain,10,2021
2021-03-09,VD,9.6,1.3,1.3,0.0,156.0,61,12.6,Rain,10,2021
2021-03-10,VD,7.8,3.4,0.0,0.0,154.0,0,23.7,Clear sky,10,2021
2021-03-11,VD,12.2,4.2,0.7,0.0,152.0,0,13.2,Clear sky,10,2021
2021-03-12,VD,6.8,0.3,0.9,0.0,150.0,0,9.8,Clear sky,10,2021
2021-03-13,VD,9.4,2.7,1.0,0.0,148.0,0,2.7,Clear sky,10,2021
2021-03-14,VD,10.6,-0.5,1.9,0.0,146.0,61,16.8,Rain,10,2021
2021-03-15,VD,5.1,-2.2,1.8,0.0,144.0,61,1.6,Rain,11,2021
2021-03-16,VD,6.4,-1.7,0.3,0.0,142.0,0,3.5,Clear sky,11,2021
2021-03-17,VD,8.1,1.5,2.4,0.0,140.0,61,17.2,Rain,11,2021
2021-03-18,VD,11.0,-0.1,1.1,0.0,138.0,61,0.8,Rain,11,2021
2021-03-19,VD,12.2,5.5,0.7,0.0,136.0,0,2.7,Clear sky,11,2021
2021-03-20,VD,7.9,-0.3,3.3,0.0,134.0,61,1.7,Rain,11,2021
2021-03-21,VD,9.8,-0.1,0.3,0.0,132.0,0,31.3,Clear sky,11,2021
2021-03-22,VD,10.3,-0.0,0.5,0.0,130.0,0,0.1,Clear sky,12,2021
2021-03-23,VD,12.6,6.2,4.6,0.0,128.0,61,27.3,Rain,12,2021
2021-03-24,VD,12.7,6.2,5.7,0.0,126.0,61,1.2,Rain,12,2021
2021-03-25,VD,7.0,-0.0,2.2,0.0,124.0,61,12.1,Rain,12,2021
2021-03-26,VD,11.0,1.6,0.2,0.0,122.0,0,5.1,Clear sky,12,2021
2021-03-27,VD,10.2,4.9,3.8,0.0,120.0,61,1.2,Rain,12,2021
2021-03-28,VD,8.5,3.8,4.7,0.0,118.0,61,25.7,Rain,12,2021
2021-03-29,VD,12.9,6.5,0.5,0.0,116.0,0,9.0,Clear sky,13,2021
2021-03-30,VD,8.3,1.1,1.0,0.0,114.0,0,27.1,Clear sky,13,2021
2021-03-31,VD,7.5,2.4,0.9,0.0,112.0,0,19.2,Clear sky,13,2021
2021-04-01,VD,17.6,14.9,2.4,0.0,110.0,61,1.8,Rain,13,2021
2021-04-02,VD,16.2,6.5,1.8,0.0,108.0,61,22.7,Rain,13,2021
2021-04-03,VD,19.6,11.1,2.1,0.0,106.0,61,17.5,Rain,13,2021
2021-04-04,VD,18.1,11.7,1.8,0.0,104.0,61,6.6,Rain,13,2021
2021-04-05,VD,21.1,14.2,0.7,0.0,102.0,0,9.9,Clear sky,14,2021
2021-04-06,VD,18.0,6.7,1.1,0.0,100.0,61,10.7,Rain,14,2021
2021-04-07,VD,11.9,5.5,3.1,0.0,98.0,61,8.6,Rain,14,2021
2021-04-08,VD,15.1,8.4,5.1,0.0,96.0,61,12.2,Rain,14,2021
2021-04-09,VD,16.0,7.2,9.7,0.0,94.0,61,13.4,Rain,14,2021
2021-04-10,VD,19.2,12.6,1.5,0.0,92.0,61,8.7,Rain,14,2021
2021-04-11,VD,16.1,8.4,0.1,0.0,90.0,0,12.2,Clear sky,14,2021
2021-04-12,VD,20.3,10.2,2.2,0.0,88.0,61,3.8,Rain,15,2021
2021-04-13,VD,17.9,12.2,1.9,0.0,86.0,61,0.3,Rain,15,2021
2021-04-14,VD,18.1,8.5,1.8,0.0,84.0,61,1.4,Rain,15,2021
2021-04-15,VD,14.0,6.3,1.5,0.0,82.0,61,8.5,Rain,15,2021
2021-04-16,VD,21.0,14.2,0.1,0.0,80.0,0,8.2,Clear sky,15,2021
2021-04-17,VD,20.7,9.5,1.0,0.0,78.0,61,3.6,Rain,15,2021
2021-04-18,VD,13.8,4.2,1.8,0.0,76.0,61,21.0,Rain,15,2021
2021-04-19,VD,16.7,6.5,1.3,0.0,74.0,61,30.6,Rain,16,2021
2021-04-20,VD,17.7,7.6,2.1,0.0,72.0,61,7.6,Rain,16,2021
2021-04-21,VD,12.9,7.2,0.4,0.0,70.0,0,15.0,Clear sky,16,2021
2021-04-22,VD,21.3,12.1,1.8,0.0,68.0,61,0.4,Rain,16,2021
2021-04-23,VD,17.5,8.6,2.6,0.0,66.0,61,15.5,Rain,16,2021
2021-04-24,VD,21.0,14.6,1.7,0.0,64.0,61,18.8,Rain,16,2021
2021-04-25,VD,16.9,9.7,3.2,0.0,62.0,61,14.0,Rain,16,2021
2021-04-26,VD,17.2,10.3,2.3,0.0,60.0,61,9.7,Rain,17,2021
2021-04-27,VD,15.8,6.7,1.2,0.0,58.0,61,0.6,Rain,17,2021
2021-04-28,VD,16.3,8.3,0.2,0.0,56.0,0,30.4,Clear sky,17,2021
2021-04-29,VD,15.5,3.9,1.4,0.0,54.0,61,9.3,Rain,17,2021
2021-04-30,VD,17.0,10.3,1.2,0.0,52.0,61,7.0,Rain,17,2021
2021-05-01,VD,25.6,18.8,1.3,0.0,50.0,61,22.8,Rain,17,2021
2021-05-02,VD,19.2,7.7,0.9,0.0,48.0,0,7.0,Clear sky,17,2021
2021-05-03,VD,16.8,7.9,3.6,0.0,46.0,61,10.8,Rain,18,2021
2021-05-04,VD,22.4,13.2,2.2,0.0,44.0,61,21.4,Rain,18,2021
2021-05-05,VD,20.2,12.9,3.0,0.0,42.0,61,42.1,Rain,18,2021
2021-05-06,VD,21.9,14.9,5.1,0.0,40.0,61,4.1,Rain,18,2021
2021-05-07,VD,24.6,18.8,0.1,0.0,38.0,0,11.9,Clear sky,18,2021
2021-05-08,VD,30.2,20.4,1.6,0.0,36.0,61,1.7,Rain,18,2021
2021-05-09,VD,22.3,13.8,0.5,0.0,34.0,0,16.7,Clear sky,18,2021
2021-05-10,VD,22.9,16.2,7.6,0.0,32.0,61,3.0,Rain,19,2021
2021-05-11,VD,20.5,11.2,1.8,0.0,30.0,61,2.5,Rain,19,2021
2021-05-12,VD,18.5,10.9,0.4,0.0,28.0,0,2.4,Clear sky,19,2021
2021-05-13,VD,17.3,6.3,0.6,0.0,26.0,0,8.5,Clear sky,19,2021
2021-05-14,VD,22.6,11.7,0.8,0.0,24.0,0,25.4,Clear sky,19,2021
2021-05-15,VD,17.9,10.7,4.4,0.0,22.0,61,4.1,Rain,19,2021
2021-05-16,VD,18.1,9.2,3.0,0.0,20.0,61,27.9,Rain,19,2021
2021-05-17,VD,22.2,14.4,0.5,0.0,18.0,0,0.7,Clear sky,20,2021
2021-05-18,VD,18.9,7.3,0.8,0.0,16.0,0,2.8,Clear sky,20,2021
2021-05-19,VD,27.9,18.4,0.2,0.0,14.0,0,15.9,Clear sky,20,2021
2021-05-20,VD,20.9,12.7,1.7,0.0,12.0,61,1.3,Rain,20,2021
2021-05-21,VD,22.2,15.5,1.8,0.0,10.0,61,57.4,Rain,20,2021
2021-05-22,VD,20.4,14.7,1.3,0.0,8.0,61,9.8,Rain,20,2021
2021-05-23,VD,20.6,12.1,0.2,0.0,6.0,0,0.4,Clear sky,20,2021
2021-05-24,VD,21.1,12.2,1.5,0.0,4.0,61,10.7,Rain,21,2021
2021-05-25,VD,23.9,12.1,2.1,0.0,2.0,61,13.3,Rain,21,2021
2021-05-26,VD,24.6,17.5,1.1,0.0,0.0,61,8.6,Rain,21,2021
2021-05-27,VD,24.5,15.8,1.1,0.0,0.0,61,25.7,Rain,21,2021
2021-05-28,VD,23.0,9.7,7.8,0.0,0.0,61,13.5,Rain,21,2021
2021-05-29,VD,17.7,10.7,1.9,0.0,0.0,61,5.0,Rain,21,2021
2021-05-30,VD,29.0,20.4,4.4,0.0,0.0,61,42.0,Rain,21,2021
2021-05-31,VD,26.6,13.8,2.4,0.0,0.0,61,0.3,Rain,22,2021
